id,area,name,type,payex,summary,address,totalcar,totalmotor,FareInfo,twd97x,twd97y
636,士林區,特力屋停車場,其他,計時90元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租5000元/月。,小型車148格(含身心障礙停車位3格)。,臺北市士林區基河路258號,148,0,90,302467.352,2776087.43
637,中正區,水源停車場,平面式,"計時：小型車平日60元/時，例假日及國定假日70元/時，全程以半小時計費。月租：小型車全日：6,000元/月，夜間(18-08時)5,000元/月，機車1,800元/月。計次：機車30元/次。",一般平面式小型車44格(含身心障礙停車位1格，孕婦、育有6歲以下兒童停車位1格)。一般平面式機車118格(含身心障礙停車位3格)。,臺北市中正區福和段二小段608-26、608-36、645-1地號；汀洲路3段104巷內空地,44,118,60,303936.999,2767295.13
638,大同區,星聚點壹號文創延平站,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",立體式小型車153格(含身心障礙停車位3格)。,台北市大同區延平北路二段83號B3-B4,153,0,80,301637.053,2772108.67
639,內湖區,吉拾停車場內湖一場,立體式,計時：小型車100元/時，機車50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,建物附設立體式小型車548格含身心障礙停車位11格，孕婦、育有六歲以下兒童停車位11格)。建物附設立體式機車232格(含身心障礙停車位格)。,舊宗路1段128號1樓、B1、B2,559,236,100,308289.42,2772620.49
640,萬華區,萬華車站地下停車場,立體式,一到五每小時30元，假日每小時40元 全日月票4800元，優惠里3840元，所在里3360元。,建物附設立體式小型車297(含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位6格)。,萬華車站前廣場地下,297,0,30,300512.142,2769625.14
641,萬華區,嘟嘟房萬華站停車場,平面式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",一般平面式小型車24格[含身心障礙停車位1格]。,青年段二小段18-1地號 富民路145巷52號對面空地,25,0,100,300590.5796,2768012.3721
642,大安區,停車棧忠孝復興站,平面式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",一般平面式小型車19格(含身心障礙停車位1格)。,忠孝東路3段305號B2,20,0,80,304836.234,2770530.03
643,內湖區,長揚停車場康樂站,平面式,"月租：全日2,500元/月，日間2,000元/月，夜間1,500元/月。",一般平面式小型車84格(含身心障礙停車位3格)。,臺北市內湖區東湖段四小段2地號:康樂街201巷23弄1之11號旁空地,84,0,-9,312812.619,2774307.93
644,士林區,福林公園大客車平面停車場,平面式,(8-22)計時60元。,一般平面式大型車10格。,中正路17號,0,0,60,303408.759,2776479.51
645,內湖區,家樂福內湖站停車場,立體式,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5,000元/月。",建物附設立體式小型車183格(含身心障礙停車位8格，孕婦、育有六歲以下兒童停車位4格)。。,臺北市內湖區民善街88號B2,183,0,100,308009.317,2772566.74
646,內湖區,國泰潭美停車場,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。月租：全日4,000元/月。",立體式小型車98格(含身心障礙停車位3格),台北市內湖區行善路351~359號地下1~3層,101,0,80,309048.715,2772908.09
647,中正區,中正永昌停車場,平面式,"一、計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：6,000元/月。",一般平面式小型車34格(含身心障礙停車位1格)。,臺北市中正區永昌段四小段216地號；汀洲路1段137旁空地,34,0,100,301475.324,2768945.08
647-7,北投區,愛馬屋石牌場,塔台式,"計時：80元/時，停車未滿1小時以1小時計，如逾1小時以上者，未滿半小時以半小時計。月租：全日6,500元/月，日間4,000元/月，夜間4,500元/月",建物附設塔台式小型車16格(含身心障礙停車位1格)。,自強街5巷143號,17,0,80,301507.9269,2778332.4738
648,北投區,家樂福北投站停車場,立體式,"一、計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：5,000元/月。",建物附設立體式小型車67格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)。,臺北市北投區中和街366號地下2樓,67,0,60,300311.544,2781622.7
649,信義區,微風信義地下停車場,立體式,計時：100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。,立體式小型車130格(含身心障礙停車位9格，孕婦、育有6歲以下兒童停車位2格)。,忠孝東路五段68號B3,130,0,100,307195.648,2770382.26
650,中正區,台大醫院兒童醫療大樓停車場,立體式,一、計時：小型車50元/時，全程以半小時計費。二、計次：機車20元/次，隔日另計。,建物附設立體式小型車314格(含身心障礙停車位7格，孕婦、育有6歲以下兒童停車位8格)。建物附設立體式機車102格(含身心障礙停車位2格)。,台北市中正區中山南路8號1樓及B2、B3,314,102,50,302354.745,2770792.47
651,中正區,三軍總醫院汀州院區,立體式,"一、計時：40元/時(7時-22時)，10元/時(22時-7時)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：夜間1,000元/月。",立體式小型車75格(含身心障礙停車位2格)。,汀州路3段40號,75,0,40,303468.993,2767691.61
652,松山區,微風廣場地下停車場,立體式,計時：小型車80元/時，機車20元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。,立體式小型車331格(含身心障礙停車位9格，孕婦、育有6歲以下兒童停車位6格)。立體式機車179格(含身心障礙停車位4格)。,復興南路1段39號B2~B5,331,4,80,304909.445,2770998.55
653,信義區,微風南山地下停車場,立體式,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,建物附設立體式小型車231格(含身心障礙停車位5格，孕婦、育有6歲以下兒童停車位4格)。,台北市,231,0,100,307217.924,2769716.91
654,信義區,微風松高地下停車場,立體式,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。 月租6000元,建物附設立體式小型車149格(含身心障礙停車位5格，孕婦、育有6歲以下兒童停車位2格),松高路16號地下4、5樓,149,0,100,307255.002,2770151.22
655,文山區,景興路臨時平面停車場,平面式,50元/次，隔日另計。,一般平面式小型車31格(含身心障礙停車位1格),臺北市文山區景興路53巷~85巷之間,31,0,-9,305036.599,2765521.59
656,南港區,帝國停車場南港向陽站,平面式,"計時：20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日1,500元/月。",一般平面式小型車114格(含身心障礙停車位3格)。,台北市南港區向陽段22-1、22-2地號；向陽路162巷68號對面空地,114,0,20,310109.646,2772159.69
657,中山區,欣欣停車場,立體式,"週一至週五(08~22)40元/時，(22~08)20元/時，週六、週日(24小時)50元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費。月租:全日5,000元，半日3,500元。",立體式小型車101格(含身心障礙停車位2格),新生北路2段28巷1號B2,103,0,8,303175.292,2771850.65
658,士林區,中華民國農民團體幹部聯合訓練協會停車場,立體式,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：7,000元/月。","建物附設立體式小型車56格(含身心礙停車位1格,孕婦、育有六歲以下兒童停車位1格)。",中山北路7段113號地下2層,57,0,50,303593.325,2779445.88
659,中山區,樂群臨時平面停車場(大型車),其他,周一至周五(小型車)計時20元(每日最高收費60元)；(大型車)計時40元，周六、周日、政府行政機關放假之國定紀念日、民俗日、春節、調整放假日(小型車)計時30元，(大型車)計時40元,大型車9格、小型車146格、機車0格,敬業四路、樂群三路口,0,0,20,306376.583,2775028.97
660,信義區,永吉120(2)平面停車場,平面式,"計時：80元/時，全程以半小時計費。月租：10,000元/月。",一般平面式小型車12格(含身心障礙停車位1格)。,雅祥段三小段372、445地號；忠孝東路5段275巷2號對面空地,12,0,80,307628.275,2770507.1
661,南港區,南港路停車場,平面式,"月租：3,500元/月",一般平面式小型車6格(含身心障礙停車位1格)。,南港段二小段724地號(申請面積208.2平方公尺)；市民大道8段602號旁空地,6,0,-9,312139.847,2771913.5
662,中正區,重慶南二停車場,平面式,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月。",一般平面式小型車36格(含身心障礙停車位1格)。,南海段五小段51地號（部分面積1244.2平方公尺）；重慶南路2段8巷2號空地,36,0,60,301727.344,2769570.32
663,大安區,師大路停車場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車5格(含身心障礙停車位1格),龍泉段2小段640地號,13,0,80,303383.96,2768391.66
664,文山區,富山路停車場,平面式,"月租：3,500元/月。",一般平面式小型車18格(含身心障礙停車位1格)。,華興段二小段119、119-3地號(部分面積611.1平方公尺)；木柵路1段285號旁空地,18,0,-9,305911.553,2764628.65
665,松山區,慶城街停車場,平面式,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車8格(含身心障礙停車位1格)。,敦化段一小段395地號；慶城街45號,9,0,80,305051.912,2771997.96
666,大同區,明倫社會住宅地下停車場,立體式,"計時：小型車30元/時(週一至週五)、40元/時(週六至週日)，全程以半小時計費；計次：機車30元/次。月租：小型車全日4,800元/月，機車全日300元/月。",建物附設立體式小型車239(含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位5格)。建物附設立體式機車293格(含身心障礙停車位7格)。,承德路3段285號地下1至2層,239,293,30,302446.054,2773994.04
667,文山區,木柵社會住宅地下停車場,立體式,"計時:小型車20元/時，全程以半小時計費。月租:小型車全日4,800元/月，機車全日300元/月。",建物附設立體式小型車92(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。建物附設立體式機車99格(含身心障礙停車位2格)。,久康街24巷36號地下1、2、3、4層,92,99,20,307180.68,2764698.92
668,信義區,新光信義金融停車場,立體式,100元/時，含大型重型機車，30分鐘內過卡可免費離場，停車逾1小時以上者，未滿半小時以半小時計費,立體式小型車121格(含身心障礙停車位3格)。,松仁路36號B2,124,0,100,307312.286,2770116.8
669,信義區,國泰信義停車場,立體式,100元/時，前30分鐘免費，逾30分鐘未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。8000元/月,立體式小型車101格(含身心障礙停車位3格),台北市信義區信義路5段106、108號地下4樓,104,0,100,307209.085,2769497.01
670,南港區,昆陽捷運站旁平面停車場,平面式,(6-24)計時30元，(24-6)計時10元，全日月票最高3200元，全日雙月票6400元，日間月票1500元(周一至周五6-21)，夜間月票1300元(每日19-8),一般平面式小型車124格(含身心障礙停車位4格)。,忠孝東路六段187號至297號對面(共分3區域)。,124,0,30,309430.967,2771384.01
671,中山區,JR台北大飯店停車場,其他,"計時：120元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：10,000元/月。",175,南京東路3段133號地下4-6層,175,0,120,304608.296,2771669.57
672,中正區,臺北車站西區地下停車場,立體式,"計時：100元/時，全程以半小時計費。 月租：10,000元/月。",立體式小型車179格(含身心障礙停車位4格),北平西路3號B1(西側),183,0,100,302128.103,2771177.47
673,中正區,臺北車站東區地下停車場,立體式,"計時：小型車100元/時、機車30元/時，全程以半小時計費。 月租：小型車10,000元/月、機車3,000元/月。",建物附設立體式小型車258格(含身心障礙停車位8格);建物附設立體式機車172格(含身心障礙停車位5格),北平西路3號B1(東側),263,175,100,302235.632,2771159.41
674,士林區,福林路大客車平面停車場,平面式,計時60元,一般平面式大型車10格,台北市士林區中正路17號,0,0,60,303790.692,2776614.29
675,松山區,富誠綜合物業管理股份有限公司民生場,立體式,"計時：小型車120元/時，機車30元/時(停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算)。計次：小型車600元/次，機車200元/次(隔日另計)。月租：小型車12,000元/月，機車2,000元/月。",立體式小型車28格(含身心障礙停車位1格)。,民生東路3段101號地下1至4層,28,0,120,304933.199,2772317.1
676,內湖區,車堡寶實業股份有限公司文德場,立體式,100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計，8000元/月,建物附設立體式小型車35格(含身心障礙停車位1格)。,臺北市內湖區文德路212號地下2層,35,0,100,308916.892,2774582.6
677,松山區,臺北國際航空站大客車收費停車場,平面式,計時：每小時80元(08-21時)，20元/時(21-8時)，全程以半小時計費。隔日係自零時起計費。,建物附設平面式大型車11格,臺北市松山區敦化北路390號,0,0,80,305536.205,2772907.51
678,大同區,捷運大橋頭停車場,立體式,計次20元(隔日另計，以凌晨2時為跨日基準)。月租300元。,建物附設立體式機車65格。,延平北路3段與民權西路口B1層,0,65,-9,301630.508,2772910.24
679,大同區,大圓環停車場,立體式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月",建物附設立體式小型車21格(含身心障礙停車位1格)。,南京西路163號地下2層,21,0,100,301774.121,2771874.3
681,松山區,敦北翠苑停車場,立體式,60元/時，停車逾1小時以上者，未滿半小時以半小時計費，7000元/月,立體式小型車179格(含身心障礙停車位3格),敦化北路199巷8號等B1,179,0,60,305546.75,2772091.77
682,內湖區,樂活公園(一)臨時平面停車場,平面式,計時：(16-21時)50元/時，其餘時段20元/時。,一般平面式小型車69格(含身心障礙停車位2格)。,康樂街85巷內,69,0,16,312656.055,2773660.43
683,內湖區,樂活公園臨時平面停車場,平面式,計時：(16-21時)50元/時，其餘時段20元/時。,一般平面式小型車87格(含身心障礙停車位2格)。,康樂街61巷15弄內,87,0,16,312571.992,2773580.58
684,松山區,基隆河迎風段河濱公園停車場(大客車),平面式,小型車周一至周五計次20元，隔日另計；周六至周日計時20元(當日當次最高收費上限100元，隔日另計),堤外平面式大型車22格。小型車487格(含身心障礙停車位13格)。機車259格(含身心障礙停車位8格)。,大直橋-總統手植區,0,0,20,305715.198,2774100.64
685,中山區,基隆河大佳段河濱公園停車場(大客車),平面式,大型車計次100元。小型車星期一至星期五計時20元(當日當次收費上限100元，隔日另計)，星期六及星期日計時20元。機車免費,堤外平面式大型車29格。小型車281格(含身心障礙停車位6格)。機車58格(含身心障礙停車位2格)。,自基隆河10號水門至大直橋,0,0,20,304637.583,2774058.19
686,大同區,敦煌路大客車臨時平面停車場,平面式,計時：30元/時，全程以半小時計費。,一般平面式大型車12格,敦煌路21巷重慶國中旁,0,0,30,302258.219,2774286.41
687,北投區,金龍停車場,其他,"月租：小型車4,300元/月。機車：1,000元/月。",大型車:0格，小型車:20格，機車:10格,尊賢街232、234、236、238號地下1層,20,10,-9,301204.0,2778764.7
688,中山區,長春停車場,塔台式,"月租：全日5,000元/月。",建物附設塔台式小型車44格(含身心障礙停車位1格),長春路258巷26-1號,44,0,-9,304367.601,2771810.34
689,內湖區,長揚停車場瑞光站,立體式,"計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，最高上限250元月(08-24時隔日另計)。月租：全日5,000元/月，(08-19時)4,000元/月，(19-08時)2,500元/月。",立體式小型車236格(含身心障礙停車位6格)。,瑞光路66巷40-46號B2、B3,290,0,40,308577.438,2773616.53
690,中山區,長揚停車場松江站,立體式,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日7,000元/月，[08-19時]5,500元/月，[19-08時]4,500元/月，計次：400元/次[07-24時]。",建物附設立體式小型車5格(含身心障礙停車位1格)。,松江路235巷31號,6,0,80,303942.292,2772419.46
691,信義區,永吉120(1)平面停車場,平面式,"計時：80元/時，全程以半小時計費。月租：全日7,000元/月。",一般平面式小型車49格(含身心障礙停車位2格)。,雅祥段三小段442-1地號；虎林街120巷270號旁,49,0,80,307569.338,2770562.6
692,萬華區,華中橋堤外(二)停車場,平面式,計時：小型車20元，隔日另計。機車免費。,堤外平面式小型車52格,華中河濱公園晨光足球場旁,52,22,-9,299681.528,2768024.99
692-9,士林區,劍潭海外青年活動中心停車場,其他,計時:30元/時，進場30分鐘內離場不收費，最高收費180元，停車未滿1小時以1小時計，停車逾1小時以上，未滿半小時以半小時計。住宿旅友:凡住宿旅友優惠停車至隔天中午12時，若超過時間30元/時。持住宿券入住者，停車費60元/次。,大型車:0格，小型車:37格，機車:0格,中山北路4段16號,38,0,30,302839.0111,2774464.978
693,萬華區,雙園平面停車場(大客車),平面式,"計時：小型車20元/時，全程以半小時計。 計時：大型車40元/時(111/11/1起，採半小時計算)。 月租：小型車全日3,000元/月(雙園堤外平面停車場與雙園平面停車場月票可互通使用)。",一般平面式大型車35格。一般平面式小型車147格(含身心障礙停車位2格),長順街底堤外,0,0,20,299302.332,2769552.61
693-8,南港區,南港路停車場,其他,40元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租3000元/月,大型車:0格，小型車:18格，機車:0格,南港段四小段315-2、315-4地號；南港路2段120號旁空地,18,0,40,310742.37659,2771866.58367
694,大同區,三號水門堤外(大客車),其他,小型車計時30元，全日月票2400元(三、五號水門堤外通用) 大型車計時40元，全日月票5760元,大型車:14格，小型車:125格,鄭州路、民生西路底堤防外,0,0,30,301091.489,2771634.04
695,中正區,汀州二停車場,平面式,"計時：70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計算。月租：7,000元/月。",一般平面式小型車33格(含身心障礙停車位1格)。,永昌段一小段152、153、157、158、159、160、161、162、163、164、165、166、169、17,33,0,70,301999.668,2768784.07
696,大同區,民權西路停車場,平面式,"月租：6,000/月。",一般平面式小型車2格(含身心障礙停車位1格)。,雙連段二小段208地號；民權西路186-2號旁空地,2,0,-9,301988.151,2772829.42
697,中正區,東門市場停車場,平面式,"月租：6,500元/月。",一般平面式小型車1格(含身心障礙停車位1格)。,臨沂段三小段598地號(部分面積51.41平方公尺)；金山南路1段159號空地,1,0,-9,303233.613,2769706.3
698,北投區,承信停車場,平面式,計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車46格(含身心障礙停車位1格)。,軟橋段52地號；承信路與15米計畫道路交叉口,46,0,40,301755.923,2777372.53
699,大安區,麟旺師大和平停車場,平面式,"計時：100元/時，全程以半小時計，月租：10,000元/月。",一般平面式小型車59格[含身心障礙停車位2格]。,"金華段二小段937-1地號（部分面積1,700平方公尺）；和平東路1段127號旁空地",59,0,100,303250.306,2768881.15
700,中正區,行一大客車平面停車場,其他,計時：60元/時，全程以半小時計費。,大型車:33格，小型車:0格，機車:0格,北平東路、天津街口,0,0,60,302639.178,2771134.57
701,信義區,臺北市立永春高級中學停車場,立體式," 月租：1,500元/月。",立體式小型車78格(含身心障礙停車位2格);立體式機車162格(含身心障礙停車位3格),松山路654號,80,165,-9,308424.834,2769627.89
702,內湖區,大港墘公園地下停車場,其他,計時:小型車星期一至星期五40元/時(08-20)，10元(20-翌日08)；小型車假日(含國定假日)20元/時;機車:10元/時(當日最高收費上限20元);全程以半小時計費。,大型車0格、小型車258格、機車176格,洲子街18號地下1至2層,258,176,40,307909.202,2774597.17
703,大安區,辛亥路溫州段橋下平面停車場,其他,計時40元,大型車0格、小型車24格、機車0格,辛亥高架橋下溫州段,24,0,40,303700.349,2768322.02
704,士林區,故宮廣場停車場,其他,"計時：大型車60元/時(六、日及國定假日)，小型車40元/時(六、日及國定假日)，全程以半小時計費；計次：大型車100元/次(一~五，隔日另計)，小型車50元/次(一~五，隔日另計)；月租：大型車5,500元/月，小型車3,000元/月。",大型車105格。小型車87格(含身心障礙停車位3格)。機車182格(含身心障礙停車位3格及孕婦親子格位1格)。,至善路二段(故宮博物院斜對面，至善天下旁),87,182,60,305312.072,2776806.86
705,大安區,光南信義平面停車場,平面式,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租8,400元",一般平面式小型車37格(含身心障礙停車位1格)。,光復南路460號旁空地,37,0,100,306225.673,2769751.46
706,中正區,延平南路平面停車場,平面式,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:7200元/月,一般平面式小型車49格(含身心障礙停車位2格)。,延平南路127號旁空地,49,0,60,301333.3,2770085.91
707,萬華區,凱達大飯店附屬停車場,立體式,"汽車40元/時，未滿1小時以1小時計費，停車時數逾1小時以上，其超過不滿1小時部分，如不逾30分種，以半小時計費;如逾30分鐘，仍以1小時計算收費。機車20元/次。月租:汽車全日4,200元;機車全日300元",建物附設塔台式小型車503格(含身心障礙停車位11格)。建物附設立體式機車641格(含身心障礙停車位16格)。,萬華區艋舺大道260號,503,641,40,300286.72,2769510.82
708,信義區,松德大樓地下停車場,平面式,"計時:40元/時(08-19時)，20元/時(19-08時)，全程以半小時計費，未滿半小時以半小時計。夜間季租:6,300元/季(周一至周五18-08時，含週六、日即補行上班日)，例假日(含連續假、調整放假日)全日不收費，逾時按臨時收費標準辦理。",立體式小型車28格(含身心障礙停車位2格)。一般平面式機車19格(含身心,松德路300號B2,127,2,40,307941.491,2769448.32
709,士林區,臺北表演藝術中心停車場,立體式,計時：小型車平日60元/時，假日及週五17時候80元/時，全程以半小時計費。計次：機車平日20元/次，假日及週五17時候60元/次，隔日另計。,建物附設立體式小型車170格[含身心障礙停車位7格，孕婦、育有6歲以下兒童停車位4格]。建物附設立體式機車353格[含身心障礙停車位8格]。,劍潭路1號地下1層,170,353,60,302877.397,2775310.48
710,內湖區,燦坤堤頂停車場,平面式,"計時：100元/時，前半小時不收費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日3,000元/月，機車不予收費。",平面式小型車71格(含身心障礙停車位2格。平面式機車112格(含身心障礙停車位3格),堤頂大道1段333號地下1至3層,71,122,100,307822.493,2772888.49
710-11,內湖區,康寧平面停車場,其他,"計時:20元/時，全程以半小時計，月租:全日4,800元/月",大型車0格；小型車20格；機車0格,,20,0,20,311087.45969,2773948.36497
711,內湖區,燦坤3C停車場,其他,停車前半小時不予收費，未超過一小時以一小時最高100元收費，第二小時起每半小時以最高50元計算收費，逾半小時未超過一小時以一小時計算。,開放時間上午7時至晚間22時30分,堤頂大道1段331號地下2至3層,102,0,-9,307838.851,2772859.94
712,南港區,中南社會住宅地下停車場,其他,"計時:小型車20元/時，全程以半小時計費。計次:機車20元(隔日另計)月租:小型車4,800元/月，機車300元/月。",小型車73格(含身障車位2格)，機車118格(含身障車位2格),臺北市南港區舊莊街1段3巷42號地下1至3層,73,118,20,312459.796,2770669.62
713,北投區,新奇岩社會住宅地下停車場,其他,"計時：小型車30元/時，全程以半小時計：機車：10元/時，當日最高20元(隔日另計)。月租：小型車全日4,600元/月，日間3,000元/月(7-19)，夜間2,000元/月(19-翌日8)；機車300元/月。",小型車170格(含身障格位4格)，機車195格(含身障格位8格),臺北市北投區磺港路261號地下1至3層,170,195,30,300757.279,2779525.23
714,內湖區,瑞光社會住宅地下停車場,其他,"計時:小型車20元/時，全程以半小時計費。機車10元/時，當日最高20元(隔日另計)。月租:小型車3,000元月；機車300元/月。",小型車194格(含身障格位9格)，機車278格(含身障格位10格),臺北市內湖區瑞光路160號地下1至4層,194,278,20,308420.913,2774033.02
715,士林區,博客停車場華齡場,立體式,"計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:6,000元/月",立體式小型車15格(含身心障礙停車位1格),臺北市士林區華齡街175號地下1層,15,0,60,302374.54,2775527.26
716,大安區,臺北市殯葬管理處黎元停車場,平面式,計時：40元/時，全程以半小時計費。,一般平面式小型車97格[含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格]。,臺北市大安區辛亥段四小段297-1、298-2、422地號；臥龍街188巷42號旁(黎元大樓舊址),97,0,40,305596.597,2767675.6
717,文山區,博客停車場-政大場,立體式,計時:40/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：5000/月。,立體式小型車29格(含身心障礙停車位2格),臺北市文山區萬壽路27號地下1至2層,29,0,-9,308198.908,2764655.42
718,萬華區,青年一期社會住宅地下停車場,平面式,"計時：小型車30元/時，全程以半小時計費。月租：小型車全日4,800元/月，機車全日300元/月。",建物附設一般平面式小型車132格[含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位3格]。建物附設一般平面式機車160格[含身心障礙停車位4格]。,臺北市萬華區青年路188號地下1至2層,132,160,30,300811.49,2768116.56
719,松山區,健康1區社會住宅地下停車場,立體式,"計時：小型車30元/時，全程以半小時計費。月租：小型車全日5,250元/月，日間月票2,800元/月[07-20]，夜間月票2,450元/月[18-09]，機車全日300元/月。",建物附設立體式小型車134格[含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位2格]。建物附設立體式機車156[含身心障礙停車位4格]。,臺北市松山區健康路285號地下1至3層,134,156,30,306914.087,2771920.01
720,松山區,健康2區社會住宅地下停車場,立體式,"計時：小型車30元/時，全程以半小時計費。月租：小型車全日5,250元/月，日間月票2,800元/月[07-20]，夜間月票2,450元/月[18-09]，機車全日300元/月。",建物附設立體式小型車148格[含身心障礙停車位5格，孕婦、育有6歲以下兒童停車位3格]。建物附設立體式機車168[含身心障礙停車位4格]。,臺北市松山區健康路309號地下1至3層,148,168,30,307093.81,2771930.81
721,南港區,東明公共住宅甲區地下停車場,立體式,"計時：小型車平日20元/時，假日[含國定假日]40元/時，全程以半小時計費，月租：小型車3,000元/月。機車300元/月。",建物附設立體式小型車64格[含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格]。建物附設立體式機車90[含身心障礙停車位5格]。,臺北市南港區南港路2段60巷12、16、18號地下1至3層,64,90,20,310936.861,2771924.22
722,南港區,東明公共住宅乙區地下停車場,立體式,"計時：小型車平日20元/時，假日[含國定假日]40元/時，機車10元/時，當日當次收費上限20元，隔日另計，全程以半小時計費，月租：小型車3,000元/月。機車300元/月。",建物附設立體式小型車325格[含身心障礙停車位8格，孕婦、育有6歲以下兒童停車位6格]。建物附設立體式機車375[含身心障礙停車位35格]。,臺北市南港區南港路2段38巷6號(含1~之3)及60巷13號地下1至4層,325,375,20,310949.176,2771954.28
723,內湖區,長揚停車場花市站,立體式,40元/時，停車逾1小時以上者，未滿半小時以半小時計費，月租3000元。計次150元(08-24)(隔日另計),建物附設立體式小型車69格(含身心障礙停車位2格)。,臺北市內湖區堤頂大道1段351-365號地下2至4層,331,0,40,307799.802,2772982.76
724,北投區,禮頓企業有限公司永興停車場,平面式,"計時：100元/時，全程以半小時計費。月租:10,000元。",一般平面式小型車9格(含身心障礙停車位1格)。,臺北市北投區開明段二小段790、791、793地號；大業路631-6號旁空地,9,0,100,300288.476,2781120.12
725,松山區,詮營長安菊川停車場,平面式,計時:90元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,一般平面式小型車10格(含身心障礙停車位1格),臺北市松山區長安東路2段259號對面,10,0,90,305098.987,2771279.6
726,大安區,168停車聯盟-華視電視台停車場-嘟嘟房加盟站,立體式,"計時：150元/時，全程以半小時計費。月租：15,000元/月",建物附設立體式小型車98格(含身心障礙停車位1格)。,臺北市大安區光復南路116巷7號地下1至5層,99,0,150,306185.554,2770693.75
727,大安區,應安168華視停車場-嘟嘟房加盟站,立體式,"計時：每小時150元，全程以半小時計。月租：每月15,000元。",建物附設立體式小型車124格(含身心障礙停車位2格),臺北市大安區光復南路100號地下1至2層,124,0,150,306201.921,2770736.96
728,大安區,168停車聯盟-華視二場,平面式,"計時：150元/時，全程以半小時計費。月租：15,000元/月。",建物附設一般平面式小型車15格(含身心障礙車位1格),臺北市大安區光復南路96巷與光復南路72巷7弄交叉口,15,0,150,306199.125,2770725.84
729,內湖區,康寧停車場,立體式,計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,立體式小型車146格(含身心障礙停車位3格)。,臺北市內湖區成功路5段420巷28號地下三層,146,0,40,311374.591,2774228.76
730,大安區,大安臥龍平面停車場,平面式,計時：80元/時，全程以半小時計費。,一般平面式小型車18格[含身心障礙停車位1格]。,臺北市大安區辛亥段四小段225地號；臥龍街131巷13弄旁,18,0,80,305627.09,2768063.77
